Experiment 2 ,02_04_2020_23-50-32

Data shape and running
input_shape ,"(28, 28, 1)"
output_shape ,10
scaling ,255.0
epochs ,1
max_runtime,1
dataset_percentage,1.0
dataset,mnist

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,30.338735103607178,0.9851,0.060152135853469374
2,58.83036494255066,0.9899,0.04025903010237962
3,87.62101149559021,0.9906,0.036549484059028324
4,116.198646068573,0.9878,0.046582912196125835
5,144.84728479385376,0.9915,0.03277837973460555
6,173.6479320526123,0.9911,0.040318442253489045
7,202.33557271957397,0.991,0.033439923071488735
8,231.05121541023254,0.9947,0.024803840141743423
9,259.67085242271423,0.993,0.027905964196100832
10,288.3974952697754,0.9943,0.022567251963727178
11,317.1051375865936,0.9944,0.022390968928672372
12,345.9457869529724,0.9925,0.031164262147247792
13,374.62842750549316,0.9917,0.03272845733035356
14,403.28506660461426,0.9935,0.028055243266746403
15,431.99070858955383,0.9938,0.025299654059484603
16,460.86135959625244,0.9959,0.01911406202316284
17,489.59000301361084,0.9939,0.02727523701004684
18,518.238641500473,0.9937,0.026923789324238896
19,546.7912747859955,0.9952,0.02406195968799293
20,575.4379131793976,0.9947,0.02350795727930963
21,603.9415435791016,0.9948,0.024251065188273788
22,632.4601745605469,0.994,0.02842678300216794
23,661.0148079395294,0.9944,0.028107330211251974
24,689.71044921875,0.9954,0.023440851297974588
25,718.4130909442902,0.9948,0.02924878851696849
26,747.0397281646729,0.9951,0.02614118362739682
27,775.9443814754486,0.9954,0.021700939225777982
28,804.5200159549713,0.9952,0.02602219705469906
29,832.8256349563599,0.9953,0.02323327275365591
30,861.1352541446686,0.9953,0.026470110749453307
31,889.3108656406403,0.9948,0.02765415052101016
32,917.5374803543091,0.9953,0.02500642992593348
33,945.8310985565186,0.9941,0.033313600198552014
34,974.0817141532898,0.9946,0.02546709472462535
35,1002.3883333206177,0.9954,0.02736317007318139
36,1030.6289484500885,0.9954,0.028299740790575744
37,1059.051574230194,0.9948,0.024746396084874868
38,1087.8102190494537,0.995,0.028013384259864688
39,1116.5278618335724,0.9953,0.027809491323679686
40,1145.074494600296,0.996,0.022775235480815174
41,1173.7941372394562,0.9959,0.023667532575130462
42,1202.4867782592773,0.9956,0.026876008992642163
43,1231.3394286632538,0.9943,0.031259910084307195
44,1259.9990677833557,0.9944,0.028021053037047387
45,1288.6517066955566,0.9949,0.027510166233032943
46,1317.2173404693604,0.9939,0.03036238063238561
47,1345.9829857349396,0.9937,0.032514160660281774
48,1374.8346362113953,0.9954,0.02581255317553878
49,1403.4792742729187,0.9948,0.0337732743948698
50,1432.1919167041779,0.9956,0.02864576039239764
51,1460.970562696457,0.9945,0.03240497207045555
52,1489.7152066230774,0.9952,0.03106222301200032
53,1518.4538507461548,0.9956,0.02676766855418682
54,1547.165492773056,0.994,0.03452491368204355
55,1575.9511394500732,0.9954,0.0304840057477355
56,1604.594777584076,0.9955,0.02756448671966791
57,1633.11740899086,0.9954,0.030724396961182357
58,1661.8650531768799,0.995,0.0364084578961134
59,1690.384684562683,0.9942,0.03455350771397352
60,1719.151329755783,0.9947,0.031110259039700033
61,1747.8299703598022,0.9945,0.03652908955961466
62,1776.6056158542633,0.995,0.03324121187850833
63,1805.252254486084,0.9946,0.03013263014703989
64,1833.9938986301422,0.9959,0.028904267920553683
65,1862.6545379161835,0.9956,0.03143177223727107
66,1891.375180721283,0.9951,0.031758146479725836
67,1920.170827627182,0.9953,0.028499000661075115
68,1948.878469467163,0.9956,0.026906606797873975
69,1977.6261138916016,0.9952,0.03274572436735034
70,2006.2917535305023,0.9954,0.0319624712228775
71,2034.9383919239044,0.9941,0.03709348224252462
72,2063.470023870468,0.9945,0.03185953782126307
73,2092.1596648693085,0.9949,0.032439908746629956
74,2120.8523058891296,0.995,0.03172646786347032
75,2149.56494808197,0.9955,0.03366147008836269
76,2178.296591758728,0.9953,0.03099813137501478
77,2207.1872441768646,0.9952,0.03406513096243143
78,2235.8678843975067,0.9954,0.030230627006292345
79,2264.555525302887,0.9946,0.03712098974362016
80,2293.3111701011658,0.9943,0.03809935453534126
