Experiment 1 ,03_04_2020_03-24-02

Data shape and running
input_shape ,"(32, 32, 3)"
output_shape ,10
scaling ,255.0
epochs ,1
max_runtime,1
dataset_percentage,1.0
dataset,cifar10

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,28.587635278701782,0.5136,1.3721605562210084
2,55.638182401657104,0.6552,0.9857530372619628
3,82.75573348999023,0.6814,0.9189463012695313
4,120.89491486549377,0.7436,0.7649995832443237
5,159.21610689163208,0.7558,0.7346209690093994
6,200.62047481536865,0.7495,0.7339860548973084
7,227.69202327728271,0.79,0.6386701089859009
8,254.84957671165466,0.7701,0.6838841593742371
9,282.5021584033966,0.7849,0.6420905995845795
10,326.3296649456024,0.8118,0.5568667486667633
11,353.3842124938965,0.7964,0.6088588356018066
12,380.4697618484497,0.8175,0.5511345335483551
13,407.54531025886536,0.8366,0.49745853424072267
14,437.54502630233765,0.8319,0.5078539898872375
15,467.74175333976746,0.8395,0.49081222853660583
16,494.8203020095825,0.8353,0.5110606890201569
17,522.045859336853,0.8361,0.49541352825164797
18,549.2404148578644,0.852,0.4523984908103943
19,576.2789614200592,0.851,0.4673975704431534
20,603.3455092906952,0.8535,0.45577398738861086
21,630.784078836441,0.8428,0.4822353939294815
22,657.8156249523163,0.8633,0.43114092290401457
23,684.8521711826324,0.8525,0.45674937020540235
24,711.9517214298248,0.8521,0.4728332707643509
25,739.4162921905518,0.8446,0.48893190972805023
26,766.4468383789062,0.8603,0.43266353051662443
27,793.483384847641,0.8608,0.43367024660110476
28,820.525931596756,0.8649,0.44837896218299866
29,847.6054804325104,0.861,0.43901633832454684
30,875.0760514736176,0.8554,0.4617107447385788
31,902.114598274231,0.8605,0.43964270248413084
32,929.1341435909271,0.8673,0.4345217344522476
33,956.1396882534027,0.8603,0.43818725833892824
34,990.9286777973175,0.8651,0.4355100100278854
35,1018.4072496891022,0.8655,0.4371229614019394
36,1045.542801618576,0.8674,0.4359653789162636
37,1073.0553753376007,0.8702,0.42143393853902816
38,1106.4932880401611,0.8636,0.42894610093832014
39,1133.6318399906158,0.8627,0.4565862213611603
40,1160.7683923244476,0.8612,0.45531448888778686
41,1187.9459466934204,0.8678,0.43276241067647936
42,1215.7245354652405,0.8648,0.46211626436710357
43,1243.2901122570038,0.8638,0.4637804264545441
44,1270.3666608333588,0.8646,0.45026197037696836
45,1297.4722111225128,0.8683,0.4381700558900833
46,1324.5647609233856,0.8694,0.4185146509170532
47,1360.397810459137,0.8646,0.46401663638353347
48,1387.5563638210297,0.863,0.465982571876049
49,1414.6879155635834,0.8703,0.4390098083615303
50,1441.942474603653,0.8693,0.4497065396785736
51,1475.533395767212,0.8728,0.44347540538311003
52,1502.7029497623444,0.8694,0.4570126515328884
53,1529.8235008716583,0.8723,0.44352154560089113
54,1556.9320514202118,0.8707,0.44671814717054364
55,1584.0306015014648,0.8718,0.4342349140048027
56,1611.5871777534485,0.8706,0.443317152929306
57,1638.692727804184,0.8731,0.45220813155174255
58,1665.7872776985168,0.8716,0.43775031354427335
59,1692.913829088211,0.8738,0.45395322346687317
60,1732.125072002411,0.8717,0.43446460135579107
61,1759.4296338558197,0.8788,0.44422973452806475
62,1786.5181829929352,0.8745,0.4324591968774796
63,1814.026756286621,0.8709,0.4627056392431259
64,1859.6583664417267,0.8747,0.427665226995945
65,1886.7309148311615,0.8733,0.45449885399341583
66,1913.8264648914337,0.8746,0.4570344736933708
67,1940.926014661789,0.8793,0.44206089675426485
68,1968.0895683765411,0.873,0.43699714246988297
69,1995.6451444625854,0.874,0.4416960574030876
70,2022.7676956653595,0.8767,0.4457805236816406
71,2049.97425198555,0.8698,0.4772002456188202
72,2077.151806116104,0.8693,0.45528700948953627
73,2112.499828338623,0.8731,0.4571856762051582
74,2139.601378440857,0.876,0.42809880051612853
75,2166.7769327163696,0.873,0.4404558517456055
76,2193.9314856529236,0.8753,0.4477220976948738
77,2238.6590440273285,0.8769,0.4623702121734619
78,2265.773594856262,0.8755,0.43476690207719804
79,2292.8491435050964,0.8674,0.4608354608297348
80,2319.9136917591095,0.8733,0.4529835293412209
