Experiment 2 ,04_03_2020_07-22-02

Data shape and running
input_shape ,"(28, 28)"
output_shape ,10
scaling ,255.0
epochs ,5
max_runtime,3600
dataset_percentage,0.1
dataset,mnist

Hyper parameters
activation_function ,Activation.selu
initial_max_nodes ,50
loss_function ,Loss.sparse_categorical_crossentropy
optimizer ,Optimizer.Adam

GA parameters
population_size ,10
mating_pool ,10
mutation_rate,0.3

OUTPUT
generation_no,neurons_no,accuracy,loss
0,49,0.895,0.3319043173789978
1,49,0.902,0.328416797876358
2,56,0.894,0.3404921481609344
3,60,0.891,0.3270307755470276
4,108,0.903,0.329768429517746
5,125,0.897,0.3234525623321533
6,125,0.903,0.31470021438598633
7,127,0.898,0.3358279340267181
8,145,0.896,0.3486918458938599
9,145,0.905,0.3093630177974701
10,156,0.889,0.38228771328926087
11,96,0.897,0.32695361852645877
12,191,0.897,0.3480947937965393
13,133,0.881,0.35268205642700196
14,292,0.889,0.33394151520729065
15,141,0.888,0.3490522420406342
16,190,0.894,0.34285871505737303
17,190,0.899,0.3498384063243866
18,204,0.894,0.35539417338371276
19,125,0.887,0.36304034423828124
20,196,0.898,0.33102005195617673
21,187,0.896,0.3390209934711456
22,149,0.893,0.3543978605270386
23,245,0.901,0.3632131724357605
24,214,0.888,0.35603328013420105
25,251,0.894,0.34809843969345095
26,317,0.886,0.36237034845352173
27,233,0.906,0.3253695437908173
28,222,0.897,0.34495971775054934
29,194,0.884,0.3552292184829712
30,176,0.885,0.33428435564041137
31,189,0.902,0.331107085943222
32,391,0.877,0.4011601004600525
33,507,0.894,0.37765978670120237
34,382,0.892,0.3521149084568024
35,165,0.898,0.3578311405181885
36,316,0.888,0.38719701290130615
37,634,0.891,0.367298867225647
38,213,0.899,0.332578280210495
39,350,0.891,0.335795081615448
40,283,0.872,0.39909774422645566
41,200,0.893,0.3667783856391907
42,200,0.9,0.3293057518005371
43,200,0.877,0.3891580991744995
44,340,0.893,0.37647912645339965
45,423,0.871,0.38811287927627564
46,295,0.891,0.3698653383255005
47,622,0.896,0.38076469898223875
48,782,0.873,0.4292095575332642
49,1052,0.895,0.4038001124858856
50,776,0.883,0.39677001571655274
51,776,0.896,0.3774788613319397
52,697,0.894,0.37409819865226746
53,590,0.891,0.42045495700836183
54,1210,0.856,0.5003105878829956
55,1577,0.894,0.3705364705324173
56,2214,0.87,0.4460285470485687
57,1922,0.859,0.5403292121887207
58,2655,0.876,0.4753940994739532
59,2689,0.866,0.504364942073822
60,3314,0.864,0.5398936429023743
61,3198,0.875,0.49662518000602723
62,2661,0.862,0.5275535179376603
63,3547,0.872,0.531233231306076
64,3714,0.868,0.5695863635540008
65,3238,0.88,0.4882106204032898
66,3238,0.865,0.5780387544631957
67,3238,0.839,0.6271845951080323
68,3583,0.847,0.5919757759571076
69,3540,0.866,0.5126890919208527
70,3993,0.87,0.5036029875278473
71,2797,0.873,0.49764447879791257
72,3978,0.812,0.7955441961288452
