Experiment 3 ,04_03_2020_08-22-02

Data shape and running
input_shape ,"(28, 28)"
output_shape ,10
scaling ,255.0
epochs ,5
max_runtime,3600
dataset_percentage,0.1
dataset,mnist

Hyper parameters
activation_function ,Activation.selu
initial_max_nodes ,50
loss_function ,Loss.sparse_categorical_crossentropy
optimizer ,Optimizer.Adam

GA parameters
population_size ,10
mating_pool ,10
mutation_rate,0.3

OUTPUT
generation_no,neurons_no,accuracy,loss
0,40,0.889,0.3500115160942078
1,47,0.894,0.33141305923461917
2,43,0.889,0.3459549679756165
3,56,0.899,0.3363885207176209
4,49,0.894,0.34019455552101135
5,56,0.896,0.3240203490257263
6,59,0.905,0.3291670408248901
7,86,0.892,0.3346347348690033
8,92,0.904,0.32496683645248414
9,92,0.895,0.3227191231250763
10,89,0.899,0.3365516362190247
11,106,0.901,0.32131433534622195
12,106,0.9,0.3300453989505768
13,106,0.897,0.3581102833747864
14,121,0.894,0.3425933961868286
15,141,0.896,0.34796327781677244
16,253,0.896,0.35294703173637393
17,248,0.895,0.3477289123535156
18,187,0.898,0.33102975606918333
19,330,0.899,0.3636883888244629
20,223,0.904,0.32682416892051697
21,359,0.884,0.3707583634853363
22,306,0.892,0.36583481073379515
23,409,0.894,0.3526684675216675
24,401,0.886,0.37482868909835815
25,389,0.894,0.36446742463111875
26,236,0.898,0.3436400370597839
27,160,0.904,0.31636045598983764
28,445,0.878,0.3709586378335953
29,178,0.898,0.33822652769088746
30,437,0.89,0.37035719442367554
31,505,0.895,0.36856466007232663
32,203,0.901,0.3453671398162842
33,244,0.903,0.3338630299568176
34,244,0.894,0.3479550940990448
35,780,0.888,0.39295206022262574
36,862,0.865,0.49157750654220583
37,1182,0.886,0.4226394386291504
38,2106,0.864,0.5305718681812286
39,2104,0.871,0.4833799138069153
40,2382,0.873,0.4987499532699585
41,3307,0.852,0.5336067590713501
42,3307,0.825,0.7505468883514405
43,3307,0.887,0.458790283203125
44,6399,0.871,0.5354625506401062
45,8860,0.811,0.814637883424759
46,8735,0.85,0.7059251222610473
47,9249,0.83,0.8318896403312683
48,9847,0.866,0.6460651073455811
49,9078,0.854,0.6748816232681274
50,9078,0.807,0.9338295316696167
51,9078,0.857,0.6439516665935516
52,13301,0.861,0.72638929605484
53,6023,0.874,0.5379017672538757
54,6023,0.869,0.5496523401737213
55,6671,0.834,0.7667299566268921
56,5443,0.865,0.5775307202339173
57,5443,0.883,0.5126391501426697
58,8590,0.848,0.6101366887092591
59,7747,0.846,0.6658738965988159
60,9285,0.842,0.7011900033950805
61,10345,0.852,0.6400387272834778
