Experiment 1 ,03_04_2020_01-18-47

Data shape and running
input_shape ,"(28, 28, 1)"
output_shape ,10
scaling ,255.0
epochs ,1
max_runtime,1
dataset_percentage,1.0
dataset,fashion_mnist

Hyper parameters
activation_function ,Activation.elu
initial_max_nodes ,1
loss_function ,Loss.squared_hinge
optimizer ,Optimizer.SGD

GA parameters
population_size ,1
mating_pool ,1
mutation_rate,1.0

OUTPUT
epoch,accumulated_time,accuracy,loss
1,29.743701219558716,0.8646,0.3920891377210617
2,57.843308448791504,0.8712,0.3679918096780777
3,86.36393976211548,0.8807,0.3317001278758049
4,114.79256582260132,0.9112,0.2645823068380356
5,142.9971787929535,0.9151,0.2485996205687523
6,171.41980457305908,0.9158,0.23955666698217393
7,199.92843508720398,0.9157,0.23625714445710183
8,228.32705950737,0.9235,0.21549997876882554
9,256.5776755809784,0.9213,0.23290594780445098
10,285.0003008842468,0.9241,0.21519543237686156
11,313.6939423084259,0.923,0.22339839206635953
12,342.03356313705444,0.9312,0.20932658889591693
13,370.4971911907196,0.9236,0.22148577109277248
14,398.93781781196594,0.9341,0.19575358038544655
15,427.3444426059723,0.9333,0.19630687095820903
16,455.71406531333923,0.9311,0.2145011374205351
17,484.2466971874237,0.9319,0.21548552961945533
18,512.4943130016327,0.9328,0.2104234082490206
19,541.0039436817169,0.9314,0.21396634234786033
20,569.5055737495422,0.9326,0.21031011922359466
21,598.0132043361664,0.9293,0.21572823192328214
22,626.276820898056,0.9343,0.21167339418530465
23,654.6934463977814,0.9381,0.19673298839330675
24,683.2360787391663,0.9381,0.20455876809209586
25,711.7617101669312,0.9326,0.21639984728991984
26,740.1303329467773,0.9322,0.21916401889920234
27,768.5509586334229,0.9322,0.22315665798932313
28,797.0795903205872,0.9382,0.2044706484362483
29,825.4932153224945,0.9379,0.21189015262722968
30,854.064849615097,0.9364,0.2181155712559819
31,882.7554907798767,0.9329,0.2278799594834447
32,911.2401196956635,0.9353,0.2191777883067727
33,939.672746181488,0.9317,0.2293165424078703
34,967.9283621311188,0.9358,0.22487341672182082
35,996.357988357544,0.9348,0.22524539352953435
36,1024.7786140441895,0.9326,0.22561237390339375
37,1053.157237291336,0.9356,0.21955766033530236
38,1081.650866985321,0.94,0.2245765827268362
39,1110.1574974060059,0.9368,0.22449455187916756
40,1138.7151308059692,0.9364,0.23718601038455964
41,1167.200760126114,0.9385,0.23274202967733146
42,1195.9044017791748,0.9354,0.24652697884887456
43,1224.3000257015228,0.9351,0.23183136297762394
44,1252.7966558933258,0.9395,0.22751500428915022
45,1281.2492833137512,0.9412,0.22538320170044898
46,1309.7279121875763,0.9404,0.22640059877485036
47,1338.27854514122,0.9396,0.2338861017420888
48,1366.611165523529,0.9364,0.2184008821070194
49,1395.0567927360535,0.9369,0.24785604033321143
50,1423.96444606781,0.9363,0.2632987771421671
51,1452.4720764160156,0.9352,0.258655437913537
52,1480.8757011890411,0.9356,0.26028484043926
53,1509.1643192768097,0.9384,0.25833600879758595
54,1537.400934457779,0.9384,0.25195464753210545
55,1565.569545507431,0.94,0.24566371825486422
56,1593.7411568164825,0.9386,0.24326566447764636
57,1622.2607879638672,0.9365,0.28419703466892243
58,1650.7914197444916,0.939,0.24703483916819097
59,1679.3540534973145,0.9387,0.259479654237628
60,1707.5916686058044,0.9337,0.26761165310889484
61,1735.922289133072,0.9377,0.24149680071175098
62,1764.2619099617004,0.9404,0.25555812923014165
63,1792.2505106925964,0.9378,0.28791338801831007
64,1820.3261165618896,0.9371,0.2701219304636121
65,1848.444725036621,0.9365,0.25438962289392947
66,1876.4933292865753,0.939,0.2465141580954194
67,1904.607937335968,0.9368,0.28464031499177217
68,1932.6705422401428,0.9387,0.25876124133467676
69,1960.7971510887146,0.9369,0.2501861011400819
70,1988.9347603321075,0.932,0.28646147079616785
71,2017.0933711528778,0.9356,0.27446152440309524
72,2045.1349749565125,0.9362,0.26700894563943145
73,2073.6796078681946,0.938,0.25444116308540105
74,2102.0082280635834,0.9385,0.29094555745571854
75,2130.3488490581512,0.9357,0.2798310539484024
76,2158.797476053238,0.9378,0.24734901905953885
77,2187.069092988968,0.9375,0.27470320162177086
78,2215.416714668274,0.9371,0.28851280598938467
79,2243.6243278980255,0.9408,0.2809787552446127
80,2271.7609372138977,0.939,0.27693672890663146
