Experiment 1 ,08_04_2020_00-40-44

Data shape and running
input_shape ,"(28, 28)"
output_shape ,10
scaling ,255.0
epochs ,10
max_runtime,10800
dataset_percentage,1.0
dataset,mnist

Hyper parameters
activation_function ,Activation.relu
initial_max_nodes ,100
loss_function ,Loss.sparse_categorical_crossentropy
optimizer ,Optimizer.Adam

GA parameters
population_size ,5
mating_pool ,5
mutation_rate,0.6

OUTPUT
generation_no,params_no,layers_no,accuracy,loss
0,59199,4,0.9723,0.10527679222435109
1,71506,4,0.9731,0.10393140196455643
2,73545,4,0.9779,0.08542878847179236
3,44881,2,0.9709,0.11419355315032444
4,80945,2,0.9769,0.08730290374673713
5,79543,2,0.9747,0.10952863113166822
6,83665,2,0.978,0.08861298883866857
7,101067,2,0.9765,0.09862154376695835
8,89669,2,0.9754,0.10480615621531797
9,85870,1,0.9799,0.07616819338683126
10,78715,1,0.9757,0.08258430609442294
11,78715,1,0.9782,0.07809148923169996
12,87460,1,0.9779,0.07658070856706327
13,109720,1,0.9778,0.08827800270436928
14,115285,1,0.9788,0.08063002541406895
15,115285,1,0.9741,0.0929543579419209
16,136750,1,0.979,0.08267928399431548
17,135955,1,0.9777,0.08475056572682879
18,135955,1,0.9789,0.08023516659481683
19,151855,1,0.9782,0.08167852342253172
20,191605,1,0.9788,0.0824838090530131
21,191605,1,0.9789,0.08336606682424026
22,191605,1,0.9811,0.07413772282464634
23,191605,1,0.9805,0.07350230628416903
24,191605,1,0.9804,0.08822656595404187
25,191605,1,0.9768,0.08707835635960873
26,191605,1,0.9785,0.08305524909962114
27,193195,1,0.9792,0.08556280993039544
28,193195,1,0.9804,0.07926588589334242
29,161395,1,0.9758,0.0920692609791673
30,163780,1,0.9788,0.08138125199868154
31,187630,1,0.9804,0.08077318210346202
32,236125,1,0.9817,0.07180730761410195
33,193195,1,0.9793,0.08406815803705031
34,236125,1,0.9807,0.08648819347266899
35,230560,1,0.9813,0.07878931250122878
36,268720,1,0.9807,0.08518814324427385
37,310855,1,0.9814,0.0800070589305994
38,230560,1,0.9815,0.07609359163894878
39,230560,1,0.9795,0.07730596374849447
40,203530,1,0.9811,0.07945130014085462
41,294955,1,0.9794,0.08554901087021494
42,368890,1,0.9818,0.08351358545680122
43,274285,1,0.9807,0.08143570822850871
44,301315,1,0.9809,0.07935527362393359
45,267130,1,0.9806,0.0769208994948458
46,368890,1,0.9793,0.09466717183849686
47,308470,1,0.9819,0.08162455128252623
48,336295,1,0.9808,0.07521896683827345
49,531070,1,0.9808,0.09136041439006165
50,362530,1,0.9832,0.07370984295716335
51,450775,1,0.9817,0.08282213938664672
52,263950,1,0.9791,0.09296959746609573
53,308470,1,0.9757,0.1110024408722109
54,308470,1,0.9793,0.0923420794916834
55,374455,1,0.9803,0.07928671262643147
56,221815,1,0.98,0.08807851331817801
57,215455,1,0.9808,0.07399430113435301
58,273490,1,0.9825,0.08057838637857022
59,256000,1,0.9799,0.07939897510641059
