Experiment 2 ,03_03_2020_22-28-40

Data shape and running
input_shape ,"(28, 28)"
output_shape ,10
scaling ,255.0
epochs ,5
max_runtime,3600
dataset_percentage,0.1
dataset,mnist

Hyper parameters
activation_function ,Activation.relu
initial_max_nodes ,50
loss_function ,Loss.sparse_categorical_crossentropy
optimizer ,Optimizer.Adam

GA parameters
population_size ,10
mating_pool ,10
mutation_rate,0.3

OUTPUT
generation_no,neurons_no,accuracy,loss
0,45,0.9,0.320007465839386
1,39,0.904,0.31465993309020995
2,26,0.895,0.33134865975379946
3,31,0.904,0.31077533173561095
4,28,0.911,0.3049283757209778
5,37,0.903,0.30679004073143007
6,43,0.907,0.2935931830406189
7,62,0.91,0.2841610496044159
8,76,0.919,0.26628726267814634
9,76,0.91,0.27343473029136656
10,104,0.924,0.2431834816932678
11,128,0.915,0.26134083461761476
12,159,0.918,0.24103969025611877
13,118,0.918,0.27445376420021056
14,166,0.923,0.23171731984615326
15,176,0.925,0.2316012932062149
16,218,0.927,0.22431982445716858
17,316,0.925,0.21897249281406403
18,315,0.931,0.20191976380348206
19,295,0.933,0.2192528703212738
20,397,0.934,0.20809540283679961
21,204,0.912,0.25445651352405546
22,180,0.918,0.22469777059555054
23,208,0.927,0.22312600946426392
24,137,0.922,0.2458372391462326
25,152,0.922,0.24822177159786224
26,169,0.927,0.22444764351844787
27,148,0.919,0.24495259535312652
28,218,0.922,0.23134365475177765
29,268,0.929,0.21513693594932556
30,207,0.925,0.22312223482131957
31,209,0.918,0.23916522300243379
32,198,0.93,0.2179493819475174
33,203,0.923,0.23569171607494355
34,238,0.924,0.22327733612060546
35,336,0.925,0.22035138821601868
36,489,0.936,0.20289375102519988
37,507,0.935,0.1995827273130417
38,675,0.936,0.18739757239818572
39,782,0.931,0.20565479159355163
40,872,0.939,0.1854692924618721
41,1086,0.939,0.17446095436811448
42,1256,0.936,0.20724771893024443
43,783,0.934,0.20917784714698792
44,1154,0.938,0.20321917793154717
45,1117,0.944,0.17817797648906708
46,783,0.94,0.18720776003599165
47,801,0.936,0.18797585892677307
48,1044,0.929,0.20680760428309442
49,1517,0.939,0.20981036561727523
50,771,0.925,0.2130656928420067
51,1099,0.936,0.20823461043834687
52,940,0.932,0.21370174360275268
53,722,0.943,0.18184219843149185
54,640,0.939,0.18960691022872925
55,586,0.933,0.20398466777801513
56,671,0.94,0.19326196295022965
57,743,0.931,0.20515212297439575
58,671,0.936,0.19019963955879213
59,1072,0.929,0.20954846745729447
60,1248,0.936,0.19024374291300775
61,1289,0.933,0.19236435407400132
62,1289,0.933,0.21167166602611542
63,1289,0.94,0.18335297060012817
64,1047,0.945,0.17627956753969193
65,1802,0.94,0.17920655345916747
66,1327,0.936,0.19570842254161835
67,1327,0.943,0.17652354502677917
68,1503,0.932,0.20173301047086717
69,1503,0.947,0.16375309371948243
70,2553,0.952,0.17485764986276628
71,2778,0.942,0.18767579138278961
72,2451,0.944,0.17780306857824327
73,3482,0.937,0.191499749481678
74,2451,0.952,0.17061735567450523
75,4404,0.943,0.17660199359059334
76,4404,0.946,0.19445749133825302
77,2123,0.94,0.17090059792995452
78,2792,0.945,0.16360269472002983
79,3239,0.949,0.20115305811166764
80,1699,0.944,0.18272013187408448
81,2098,0.945,0.17556346756219865
82,1563,0.944,0.16528515940904617
83,1907,0.955,0.17205013108253478
84,2825,0.943,0.17004484722018243
85,2426,0.94,0.18532977291941644
86,3496,0.944,0.17596181651949883
87,3074,0.911,0.272068411231041
88,4950,0.946,0.18174906647205352
89,3470,0.94,0.19500305938720702
90,3797,0.948,0.1641404338479042
91,2699,0.945,0.17327400308847427
